,Unnamed: 0,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count,sentiment
1639,1639,1587259884407586817,Why is this episode so emotional? 😩 #BIP #bachelorinparadise,Why is this episode so emotional BIP bachelorinparadise,2022-11-01 01:47:00+00:00,Twitter for iPhone,0,0,1,0,Negative
1640,1640,1587259876736208897,Eliza is playing middle school games #bachelorinparadise,Eliza is playing middle school games bachelorinparadise,2022-11-01 01:46:59+00:00,Twitter for iPhone,1,0,7,0,Negative
1641,1641,1587259862223917061,Can we get a therapist on here? I’m seeing a ton of issues that need to be worked out before ANYONE gets married #BachelorInParadise https://t.co/UjXiUmwKCt,Can we get a therapist on here I m seeing a ton of issues that need to be worked out before ANYONE gets married BachelorInParadise,2022-11-01 01:46:55+00:00,Twitter for iPad,0,0,14,0,Negative
1642,1642,1587259816761860103,"You're not alone, Genevieve. I'm falling in love with Aaron too. #BachelorNation #bachelorinparadise #bachelorinparadiseabc #bip https://t.co/yEMJT1g2bZ",You re not alone Genevieve I m falling in love with Aaron too BachelorNation bachelorinparadise bachelorinparadiseabc bip,2022-11-01 01:46:44+00:00,Twitter for Android,22,11,370,0,Positive
1643,1643,1587259794695639044,"Genevieve darling sit your ass down, not everything is about you🙄 #bachelorinparadise",Genevieve darling sit your ass down not everything is about you bachelorinparadise,2022-11-01 01:46:39+00:00,Twitter for iPhone,0,0,2,0,Negative
1644,1644,1587259788265668608,BRO SEE THIS. THAT RIGHT THERE SAYS EVERYTHING ABOUT WHY I ABSOLUTELY LOVE AARON AND GENEVIEVE. two of the best human beings ever 🫶🏻 #bachelorinparadiseabc #bip #bachelorinparadise,BRO SEE THIS THAT RIGHT THERE SAYS EVERYTHING ABOUT WHY I ABSOLUTELY LOVE AARON AND GENEVIEVE two of the best human beings ever bachelorinparadiseabc bip bachelorinparadise,2022-11-01 01:46:38+00:00,Twitter for iPhone,0,0,3,0,Positive
1645,1645,1587259776043466753,"#BachelorInParadise
#bachelorinparadiseabc 
I feel bad for Rodney. She just don't get it! The wanting of each other goes both ways! She doesn't deserve Rodney. https://t.co/OoQQJG31m7",BachelorInParadise bachelorinparadiseabc I feel bad for Rodney She just don t get it The wanting of each other goes both ways She doesn t deserve Rodney,2022-11-01 01:46:35+00:00,Twitter for Android,0,0,7,0,Negative
1646,1646,1587259768757968896,Ok Genevieve look at you validating his emotions!! New fav couple #RipRoliza #bachelorinparadise,Ok Genevieve look at you validating his emotions New fav couple RipRoliza bachelorinparadise,2022-11-01 01:46:33+00:00,Twitter for iPhone,0,0,11,0,Positive
1647,1647,1587259762575642625,“I don’t understand the words you are saying”  #BachelorInParadise #bachelorinparadiseabc https://t.co/goC1QGjxQw,I don t understand the words you are saying BachelorInParadise bachelorinparadiseabc,2022-11-01 01:46:31+00:00,Twitter for iPhone,0,0,1,0,Negative
1648,1648,1587259752530190337,I’m completely checked out of Aaron’s relationship 🫠🫠😭#BachelorInParadise,I m completely checked out of Aaron s relationship BachelorInParadise,2022-11-01 01:46:29+00:00,Twitter for iPhone,0,0,1,0,Negative
1649,1649,1587259748872749056,"If Genevieve really cares about Aaron, she would lend him her big ass fan #BachelorInParadise",If Genevieve really cares about Aaron she would lend him her big ass fan BachelorInParadise,2022-11-01 01:46:28+00:00,Twitter for Android,0,0,2,0,Neutral
1650,1650,1587259736113700864,"They brought Danielle in for Micheal, so they should bring someone in for Rodney. It’s only fair #bachelorinparadise #BachelorInParadise https://t.co/6hUCcD40lO",They brought Danielle in for Micheal so they should bring someone in for Rodney It s only fair bachelorinparadise BachelorInParadise,2022-11-01 01:46:25+00:00,Twitter for iPhone,0,2,20,0,Neutral
1651,1651,1587259735023181824,Ok if Aaron and Gen doesn’t work out. Here me out. Aaron for The Bachelor. He would be the first desi/West Indian to be bachelor. Big facts. #bachelorinparadiseabc #BachelorInParadise,Ok if Aaron and Gen doesn t work out Here me out Aaron for The Bachelor He would be the first desi West Indian to be bachelor Big facts bachelorinparadiseabc BachelorInParadise,2022-11-01 01:46:25+00:00,Twitter for iPhone,1,1,32,2,Neutral
1652,1652,1587259722024960000,"Good for Aaron. He may not have done it perfectly but he was vulnerable and expressed his insecurities in a way where Genevieve could be aware, but also didn’t make her completely own them. #BachelorInParadise",Good for Aaron He may not have done it perfectly but he was vulnerable and expressed his insecurities in a way where Genevieve could be aware but also didn t make her completely own them BachelorInParadise,2022-11-01 01:46:22+00:00,Twitter for iPhone,0,0,11,0,Neutral
1653,1653,1587259720552824832,"Did the editors have a teeth fetish when working on this episode? Because nice teeth are coming up A LOT
#BachelorInParadise https://t.co/r2EwD6jfLk",Did the editors have a teeth fetish when working on this episode Because nice teeth are coming up A LOT BachelorInParadise,2022-11-01 01:46:21+00:00,Twitter for Android,0,0,10,0,Neutral
1654,1654,1587259715867877376,Has anyone checked on the boom boom room? It’s been neglected.  #BachelorInParadise https://t.co/V8hwGYaSDy,Has anyone checked on the boom boom room It s been neglected BachelorInParadise,2022-11-01 01:46:20+00:00,Twitter for iPhone,0,0,5,0,Negative
1655,1655,1587259711811981312,Is it me or is Aaron a completely different person and way more mature nowadays???? #bachelorinparadise #bip https://t.co/pSjKDagzfc,Is it me or is Aaron a completely different person and way more mature nowadays bachelorinparadise bip,2022-11-01 01:46:19+00:00,Twitter for iPhone,7,9,693,0,Neutral
1656,1656,1587259693746954240,"I truly don’t understand why Justin was brought back specifically to disrupt the fledgling relationship of one of #bachelornation’s favorite guys, Rodney. #BachelorInParadise",I truly don t understand why Justin was brought back specifically to disrupt the fledgling relationship of one of bachelornation s favorite guys Rodney BachelorInParadise,2022-11-01 01:46:15+00:00,Twitter for iPhone,0,0,5,0,Negative
1657,1657,1587259689020055554,Aaron showing bachelor nation it’s okay for men to cry #BachelorInParadise https://t.co/S2nirVuHGq,Aaron showing bachelor nation it s okay for men to cry BachelorInParadise,2022-11-01 01:46:14+00:00,Twitter for iPhone,2,0,51,0,Negative
1658,1658,1587259680291700737,ELIZA U ARE UPSETTING ME 😡😡😡😡😡😡😡😡😡😡#bachelorinparadise,ELIZA U ARE UPSETTING ME bachelorinparadise,2022-11-01 01:46:12+00:00,Twitter for iPhone,0,0,4,0,Negative
1659,1659,1587259655977304064,"Aaron crying just makes him so much sexier for so many reasons. Genevieve don't mess this up, girl!
#bachelorinparadise #bachelorinparadiseabc @BachParadise https://t.co/P286yTuhQl",Aaron crying just makes him so much sexier for so many reasons Genevieve don t mess this up girl bachelorinparadise bachelorinparadiseabc,2022-11-01 01:46:06+00:00,Twitter for Android,1,0,55,0,Positive
1660,1660,1587259651606937602,Aaron showing vulnerability #BachelorinParadise https://t.co/WqRsbpnCvJ,Aaron showing vulnerability BachelorinParadise,2022-11-01 01:46:05+00:00,Twitter for iPad,0,0,11,0,Negative
1661,1661,1587259638894010369,Aaron-DUDE for FK SAKE— LET IT GO. #BachelorInParadise https://t.co/5nVkU2klGO,Aaron DUDE for FK SAKE LET IT GO BachelorInParadise,2022-11-01 01:46:02+00:00,Twitter for iPhone,0,0,0,0,Negative
1662,1662,1587259632426295298,2022’s answer to Ashley I #BIP #bachelorinparadise #bachelorinparadiseabc https://t.co/U09mY8Dg0c,2022 s answer to Ashley I BIP bachelorinparadise bachelorinparadiseabc,2022-11-01 01:46:00+00:00,Twitter for iPhone,0,0,5,0,Neutral
1663,1663,1587259616353828869,@WeOnlyTweetBach 100000% accurate! #bachelorinparadiseabc #bachelorinparadise,100000 accurate bachelorinparadiseabc bachelorinparadise,2022-11-01 01:45:57+00:00,Twitter for iPhone,0,0,1,0,Positive
1664,1664,1587259610926403588,Love this for Aaron  #BachelorInParadise,Love this for Aaron BachelorInParadise,2022-11-01 01:45:55+00:00,Twitter for iPhone,0,1,4,0,Positive
1665,1665,1587259594941898753,And Eliza just lost all of her fans. #bachelorinparadise,And Eliza just lost all of her fans bachelorinparadise,2022-11-01 01:45:51+00:00,Twitter Web App,0,0,5,0,Negative
1666,1666,1587259593868169216,James watching Aaron cheat on him with Genevieve. #bachelorinparadise https://t.co/7VLUeskhzP,James watching Aaron cheat on him with Genevieve bachelorinparadise,2022-11-01 01:45:51+00:00,Twitter for iPhone,0,0,7,0,Neutral
1667,1667,1587259592148385792,y’all say what you want but aaron &amp; gen make a good couple and i’m rooting for them #BachelorInParadise,y all say what you want but aaron amp gen make a good couple and i m rooting for them BachelorInParadise,2022-11-01 01:45:51+00:00,Twitter for iPhone,1,1,20,0,Positive
1668,1668,1587259591670235139,She is being a little immature about this whole thing.  I feel like she didn't want to admit how much she wanted to go on a date with Justin and tried to blame Rodney in some way. #BachelorInParadise #bip https://t.co/rPImulDi7u,She is being a little immature about this whole thing I feel like she didn t want to admit how much she wanted to go on a date with Justin and tried to blame Rodney in some way BachelorInParadise bip,2022-11-01 01:45:51+00:00,Twitter for Android,1,1,42,0,Negative
1669,1669,1587259576696639489,I need Genevieve to ask Aaron what he needs from her to make him feel understood and special. Cuz she is still not fully listening. #aaronandgenevieve #bip #BachelorinParadise,I need Genevieve to ask Aaron what he needs from her to make him feel understood and special Cuz she is still not fully listening aaronandgenevieve bip BachelorinParadise,2022-11-01 01:45:47+00:00,Twitter for Android,1,1,20,0,Neutral
1670,1670,1587259575476043776,I always thought Aaron was a F**k boy but he’s proving me wrong. I love him and Genevieve together #BachelorInParadise,I always thought Aaron was a F k boy but he s proving me wrong I love him and Genevieve together BachelorInParadise,2022-11-01 01:45:47+00:00,Twitter for iPhone,0,0,8,0,Positive
1671,1671,1587259564046647297,“I just want someone who understands me” bro you’ve got them back at home #bachelorinparadise https://t.co/Z70sEAIXeT,I just want someone who understands me bro you ve got them back at home bachelorinparadise,2022-11-01 01:45:44+00:00,Twitter for iPhone,0,0,9,0,Neutral
1672,1672,1587259562524131341,BIP rankings based on how producers feel about the cast #bachelorinparadise https://t.co/f4zj7qT9Vg,BIP rankings based on how producers feel about the cast bachelorinparadise,2022-11-01 01:45:44+00:00,Twitter for iPhone,0,0,4,0,Neutral
1673,1673,1587259559068016643,Every girl deserves and Aaron omg😭 #BachelorinParadise,Every girl deserves and Aaron omg BachelorinParadise,2022-11-01 01:45:43+00:00,Twitter for iPhone,0,1,5,0,Positive
1674,1674,1587259555523792899,@Aaronrclancy can I nominate you for like an Emmy  #facts real men cry #facts #yougotnicelips #lol #BachelorInParadise,can I nominate you for like an Emmy facts real men cry facts yougotnicelips lol BachelorInParadise,2022-11-01 01:45:42+00:00,Twitter for iPhone,0,0,3,0,Positive
1675,1675,1587259549441982465,Aaron wanting to be validated for once got me like 🥺🥺🥺 #BachelorInParadise https://t.co/DnVnKgwM5j,Aaron wanting to be validated for once got me like BachelorInParadise,2022-11-01 01:45:41+00:00,Twitter Web App,1,0,27,0,Positive
1676,1676,1587259541380554752,"Eliza, I'm going on the date because you don't want me...too? Not today y'all 🙄#BachelorinParadise https://t.co/tjbSILDuD1",Eliza I m going on the date because you don t want me too Not today y all BachelorinParadise,2022-11-01 01:45:39+00:00,Twitter for Android,0,0,2,0,Negative
1677,1677,1587259514570555392,Literally every sauna I've ever been in was man-made. #BachelorInParadise https://t.co/YqgbyYbe0N,Literally every sauna I ve ever been in was man made BachelorInParadise,2022-11-01 01:45:32+00:00,Twitter for Android,1,0,53,0,Neutral
1678,1678,1587259501312360448,James seeing Aaron and Genievive #BachelorInParadise https://t.co/wTlnxhVvsc,James seeing Aaron and Genievive BachelorInParadise,2022-11-01 01:45:29+00:00,Twitter for iPhone,0,0,13,0,Neutral
1679,1679,1587259489882963971,Oh my Gosh! Aaron tearing up low key got me. #BachelorInParadise https://t.co/athzKRLe2m,Oh my Gosh Aaron tearing up low key got me BachelorInParadise,2022-11-01 01:45:26+00:00,Twitter for Android,1,0,13,0,Positive
1680,1680,1587259466587799552,Aaron just shed a tear...wait whats happening?! #BachelorInParadise https://t.co/G5D2HBpaUb,Aaron just shed a tear wait whats happening BachelorInParadise,2022-11-01 01:45:21+00:00,Twitter for Android,0,0,2,0,Negative
1681,1681,1587259465564200961,Over/Under 3 proposals on this season of #BachelorInParadise,Over Under 3 proposals on this season of BachelorInParadise,2022-11-01 01:45:21+00:00,Twitter for Android,0,1,1,0,Neutral
1682,1682,1587259465497206785,Thank you lord. They talking about their feelings and communicating and hearing each other. Is this the healthiest convo I’ve seen so far this season. #BachelorInParadise #aaronandgenevieve https://t.co/3VQzOYPqHS,Thank you lord They talking about their feelings and communicating and hearing each other Is this the healthiest convo I ve seen so far this season BachelorInParadise aaronandgenevieve,2022-11-01 01:45:21+00:00,Twitter for iPhone,2,0,6,0,Positive
1683,1683,1587259461839851524,The next step in Aaron’s Pokémon evolution is emotional guy #BachelorInParadise,The next step in Aaron s Pok mon evolution is emotional guy BachelorInParadise,2022-11-01 01:45:20+00:00,Twitter for iPhone,0,0,5,0,Neutral
1684,1684,1587259452515913729,Seeing Aaron get emotional just broke my heart a little bit 🥺 #Bachelorinparadise🦀,Seeing Aaron get emotional just broke my heart a little bit Bachelorinparadise,2022-11-01 01:45:17+00:00,Twitter for iPhone,1,0,6,0,Negative
1685,1685,1587259426561572864,"Couples we seriously don’t care about:
Genevieve and Aaron.
Michael and Danielle.
#BachelorInParadise #BIP https://t.co/Rgv85DbG1X",Couples we seriously don t care about Genevieve and Aaron Michael and Danielle BachelorInParadise BIP,2022-11-01 01:45:11+00:00,Twitter for iPhone,0,0,3,0,Negative
1686,1686,1587259425403899904,"Jesse — bring James back to the beach — so he will put Aaron first! 

#bachelorinparadiseabc #BachelorInParadise https://t.co/L65IEdOefH https://t.co/jxHtoYijVE",Jesse bring James back to the beach so he will put Aaron first bachelorinparadiseabc BachelorInParadise,2022-11-01 01:45:11+00:00,Twitter for iPhone,0,0,4,0,Neutral
1687,1687,1587259424179191808,"Oh man, Gen and Aaron are gonna fight again? I thought she was packing her bags after this fight 😳... #bip #bachelorinparadise",Oh man Gen and Aaron are gonna fight again I thought she was packing her bags after this fight bip bachelorinparadise,2022-11-01 01:45:11+00:00,Twitter for iPhone,0,0,2,0,Neutral
1688,1688,1587259396320534530,"If I wasn’t married, I’d be in Rodney’s DMs SO FAST

I’m fat and snarky so I’m probably not his type but I’d definitely shoot my shot
#bachelorinparadise",If I wasn t married I d be in Rodney s DMs SO FAST I m fat and snarky so I m probably not his type but I d definitely shoot my shot bachelorinparadise,2022-11-01 01:45:04+00:00,Twitter for iPhone,0,0,5,1,Neutral
1689,1689,1587259391593545728,BIP rankings based on how producers feel about the cast #bachelorinparadise https://t.co/guzhjNaOFH,BIP rankings based on how producers feel about the cast bachelorinparadise,2022-11-01 01:45:03+00:00,Twitter for iPhone,3,2,22,0,Neutral
1690,1690,1587259388263374848,"Jesse — bring James back to the beach — so be will put Aaron first! 

#bachelorinparadiseabc #BachelorInParadise https://t.co/sxDo4EhWZU https://t.co/UdxL7AR3nY",Jesse bring James back to the beach so be will put Aaron first bachelorinparadiseabc BachelorInParadise,2022-11-01 01:45:02+00:00,Twitter for iPhone,0,0,0,0,Neutral
1691,1691,1587259383053950976,"It just sucks because Rodney and Justin are apart of my core 4, I can’t choose between them. I refuse 🥺 DAMN YOU PRODUCTION #BIP #bachelorinparadise",It just sucks because Rodney and Justin are apart of my core 4 I can t choose between them I refuse DAMN YOU PRODUCTION BIP bachelorinparadise,2022-11-01 01:45:01+00:00,Twitter for iPhone,0,0,0,0,Negative
1692,1692,1587259380902526976,The only explanation for all the nonsense fights is that @WellsAdams is playing fast and loose with that 2 drink an hour rule. Right? Right.  #bachelorinparadise,The only explanation for all the nonsense fights is that is playing fast and loose with that 2 drink an hour rule Right Right bachelorinparadise,2022-11-01 01:45:00+00:00,Twitter for iPhone,0,1,4,0,Negative
1693,1693,1587259379316924416,"genevieve falling in love with aaron. 

hm yeah k #bachelorinparadise",genevieve falling in love with aaron hm yeah k bachelorinparadise,2022-11-01 01:45:00+00:00,Twitter Web App,0,1,6,0,Neutral
1694,1694,1587259378830348288,"If anyone was confused on whether Michael and Danielle had producer protection, Danielle’s chyron just literally said, “Heart of Gold.” #bachelorinparadise https://t.co/D2DrJ3XAIr",If anyone was confused on whether Michael and Danielle had producer protection Danielle s chyron just literally said Heart of Gold bachelorinparadise,2022-11-01 01:45:00+00:00,Twitter for iPhone,0,0,1,0,Neutral
1695,1695,1587259354763476993,Me when I see Genevieve make Aaron cry #bachelorinparadise https://t.co/RH4w753aUo,Me when I see Genevieve make Aaron cry bachelorinparadise,2022-11-01 01:44:54+00:00,Twitter for iPhone,1,0,4,0,Negative
1696,1696,1587259338254651392,Aaron saying that he wants to feel special and chosen by Genevieve too #BachelorInParadise #BIP https://t.co/nQRsgnYYOh,Aaron saying that he wants to feel special and chosen by Genevieve too BachelorInParadise BIP,2022-11-01 01:44:50+00:00,Twitter for iPhone,5,0,87,0,Neutral
1697,1697,1587259333686992896,#teamaaron we love you !!! #bachelorinparadise,teamaaron we love you bachelorinparadise,2022-11-01 01:44:49+00:00,Twitter for iPhone,0,0,7,0,Positive
1698,1698,1587259328792231938,Why they crying?  #BachelorinParadise,Why they crying BachelorinParadise,2022-11-01 01:44:48+00:00,Twitter for iPhone,0,0,0,0,Negative
1699,1699,1587259305039958016,"This scene with Aaron and Genevieve also made me almost cry. How beautiful to see a man moved like that! Real male vulnerability is having a moment! Im swooning. Aaron my man! And he's a fine man thing too, whaaat! #BachelorInParadise",This scene with Aaron and Genevieve also made me almost cry How beautiful to see a man moved like that Real male vulnerability is having a moment Im swooning Aaron my man And he s a fine man thing too whaaat BachelorInParadise,2022-11-01 01:44:42+00:00,Twitter for Android,2,3,188,0,Positive
1700,1700,1587259303253184514,Please tell me I’m not the only one who got teary eyed when Aaron started to cry? #bachelorinparadise,Please tell me I m not the only one who got teary eyed when Aaron started to cry bachelorinparadise,2022-11-01 01:44:42+00:00,Twitter for iPhone,0,0,36,0,Negative
1701,1701,1587259293622992896,The GROWTH Aaron has had in just one year! #BachelorInParadise https://t.co/cUWvHG20aw,The GROWTH Aaron has had in just one year BachelorInParadise,2022-11-01 01:44:40+00:00,Twitter for Android,0,0,19,0,Positive
1702,1702,1587259286014640133,Sooooo do we get to see the Justin and Eliza date next????  #BachelorInParadise,Sooooo do we get to see the Justin and Eliza date next BachelorInParadise,2022-11-01 01:44:38+00:00,Twitter for iPhone,0,1,3,0,Neutral
1703,1703,1587259276975902720,"Aaron showing his true emotions… yes!!!! Some people have this expectation that men shouldn’t show emotion &amp; crying is a sign of weakness but it’s the complete opposite. 🥹 
#bachelorinparadiseabc #bachelorinparadise",Aaron showing his true emotions yes Some people have this expectation that men shouldn t show emotion amp crying is a sign of weakness but it s the complete opposite bachelorinparadiseabc bachelorinparadise,2022-11-01 01:44:36+00:00,Twitter for iPhone,0,0,32,0,Negative
1704,1704,1587259275348418560,"You mean to tell me I skipped trick or treating for this episode

#BachelorInParadise https://t.co/1ONjOpPLdK",You mean to tell me I skipped trick or treating for this episode BachelorInParadise,2022-11-01 01:44:35+00:00,Twitter for iPhone,6,1,164,2,Negative
1705,1705,1587259259443679234,"Eliza will get a pass from the chicken heads on social media but God damn, she's one manipulative girl! Her cute and bubbly personality hides it well enough to not even see it. 

#BachelorInParadise #Bachelornation",Eliza will get a pass from the chicken heads on social media but God damn she s one manipulative girl Her cute and bubbly personality hides it well enough to not even see it BachelorInParadise Bachelornation,2022-11-01 01:44:31+00:00,Twitter for Android,1,2,26,0,Negative
1706,1706,1587259239474642945,I feel like i’m watching a kimmel toddler version of    #BachelorInParadise but it’s the real thing,I feel like i m watching a kimmel toddler version of BachelorInParadise but it s the real thing,2022-11-01 01:44:27+00:00,Twitter for iPhone,0,0,0,0,Neutral
1707,1707,1587259235636740098,Aaron and Genevieve  moment I can’t breathe #bachelorinparadise https://t.co/gCyTdTXqxE,Aaron and Genevieve moment I can t breathe bachelorinparadise,2022-11-01 01:44:26+00:00,Twitter for iPhone,2,1,98,0,Neutral
1708,1708,1587259235217428481,I am once again asking for more Serene and Brandon content #BachelorinParadise https://t.co/S3SVwpgeHW,I am once again asking for more Serene and Brandon content BachelorinParadise,2022-11-01 01:44:26+00:00,Twitter for iPhone,2,1,22,0,Positive
1709,1709,1587259232470056961,I need more Alex time in paradise and Michael and Danielle relationship #bip #BachelorInParadise,I need more Alex time in paradise and Michael and Danielle relationship bip BachelorInParadise,2022-11-01 01:44:25+00:00,Twitter for iPhone,0,0,2,0,Neutral
1710,1710,1587259228212846592,A very teeth heavy episode #bachelorinparadise,A very teeth heavy episode bachelorinparadise,2022-11-01 01:44:24+00:00,Twitter for iPhone,0,0,11,0,Negative
1711,1711,1587259226350551047,Aaron rn #BachelorInParadise https://t.co/aAlC16n9Z9,Aaron rn BachelorInParadise,2022-11-01 01:44:24+00:00,Twitter for iPhone,0,0,9,0,Neutral
1712,1712,1587259223477460993,This emotionally mature  conversation  between Aaron and Genevieve is not what I expected from them #BachelorInParadise,This emotionally mature conversation between Aaron and Genevieve is not what I expected from them BachelorInParadise,2022-11-01 01:44:23+00:00,Twitter for iPhone,2,0,89,0,Negative
1713,1713,1587259215307051013,"Okay Aaron crying is the REAL shocker of this episode !!
#BachelorInParadise https://t.co/AJmqtAo4D3",Okay Aaron crying is the REAL shocker of this episode BachelorInParadise,2022-11-01 01:44:21+00:00,Twitter for iPhone,0,0,59,0,Negative
1714,1714,1587259210529734658,"Aaron evolving into sensitive bro. &gt;&gt;&gt;
#BachelorInParadise https://t.co/PyjL8Yu1WN",Aaron evolving into sensitive bro gt gt gt BachelorInParadise,2022-11-01 01:44:20+00:00,Twitter for iPhone,2,0,83,0,Neutral
1715,1715,1587259194268426246,aaron and genevieve for the love of god don’t put us through that again #BachelorInParadise https://t.co/2VrcBDALQj,aaron and genevieve for the love of god don t put us through that again BachelorInParadise,2022-11-01 01:44:16+00:00,Twitter for iPhone,3,0,119,1,Negative
1716,1716,1587259190321577984,Aaron and Genevieve just like each other so much and they just can’t figure out how to communicate it #BachelorinParadise https://t.co/J626MM0xlF,Aaron and Genevieve just like each other so much and they just can t figure out how to communicate it BachelorinParadise,2022-11-01 01:44:15+00:00,Twitter for iPhone,0,0,45,0,Positive
1717,1717,1587259184428777473,"I reeeaalllyyy love Genevieve and Aaron together, I hope they can make it work in the real world 🙏🏻🥹 #bachelorinparadise",I reeeaalllyyy love Genevieve and Aaron together I hope they can make it work in the real world bachelorinparadise,2022-11-01 01:44:14+00:00,Twitter for iPhone,0,0,13,0,Positive
1718,1718,1587259178015399937,Damn they really aired this shit on Halloween? Just got home and all in bed for trick or treats do i care? #BachelorInParadise,Damn they really aired this shit on Halloween Just got home and all in bed for trick or treats do i care BachelorInParadise,2022-11-01 01:44:12+00:00,Twitter for iPad,0,1,3,0,Negative
1719,1719,1587259177428189184,"Oh, wait. Brandon scored with that kiss. Whew. I was worried for him.

#bachelorinparadise #bachelorinparadiseabc",Oh wait Brandon scored with that kiss Whew I was worried for him bachelorinparadise bachelorinparadiseabc,2022-11-01 01:44:12+00:00,Twitter for Android,0,0,0,0,Neutral
1720,1720,1587259169010319360,"Ya'll, don't put Justin down because you prefer Rodney. They can both be great men! #BachelorinParadise #bip https://t.co/Jxv6rzywN1",Ya ll don t put Justin down because you prefer Rodney They can both be great men BachelorinParadise bip,2022-11-01 01:44:10+00:00,Twitter for Android,0,0,5,0,Positive
1721,1721,1587259167970033667,That was the most awkward hug I've ever seen in my life. Two naturally uncompassionate people trying to be compassionate 😂 #bachelorinparadise,That was the most awkward hug I ve ever seen in my life Two naturally uncompassionate people trying to be compassionate bachelorinparadise,2022-11-01 01:44:10+00:00,Twitter Web App,2,0,16,0,Negative
1722,1722,1587259158369390592,OMG! I’ve never seen Aaron this vulnerable. #BachelorInParadise,OMG I ve never seen Aaron this vulnerable BachelorInParadise,2022-11-01 01:44:07+00:00,Twitter for iPhone,1,0,5,1,Negative
1723,1723,1587259158021160963,I'm enjoying Aaron's open communication. #bachelorinparadise,I m enjoying Aaron s open communication bachelorinparadise,2022-11-01 01:44:07+00:00,Twitter Web App,0,1,4,0,Positive
1724,1724,1587259146604363777,Okay Aaron crying right now?? The emotions are real big facts #BachelorInParadise https://t.co/FzvSB6DVd7,Okay Aaron crying right now The emotions are real big facts BachelorInParadise,2022-11-01 01:44:05+00:00,Twitter for iPhone,0,0,15,0,Negative
1725,1725,1587259121027391494,We love an emotional bro 🤙🏼 #bachelorinparadise https://t.co/vH3Eatx1RT,We love an emotional bro bachelorinparadise,2022-11-01 01:43:58+00:00,Twitter for iPhone,0,0,60,0,Positive
1726,1726,1587259114081632260,Is Eliza fuckin serious #BachelorInParadise,Is Eliza fuckin serious BachelorInParadise,2022-11-01 01:43:57+00:00,Twitter for iPhone,0,0,5,0,Negative
1727,1727,1587259110495592449,I just want some understanding sometime #bachelorinparadiseabc #BachelorInParadise https://t.co/nSZ19QPop5,I just want some understanding sometime bachelorinparadiseabc BachelorInParadise,2022-11-01 01:43:56+00:00,Twitter for iPhone,0,0,4,0,Neutral
1728,1728,1587259103503589376,"OMG, Genevieve’s crying is contagious! #bachelornation #bachelorinparadise https://t.co/fPCLQt415O",OMG Genevieve s crying is contagious bachelornation bachelorinparadise,2022-11-01 01:43:54+00:00,Twitter for iPhone,0,0,10,0,Negative
1729,1729,1587259102161428483,#BachelorInParadise omg my heart ♥️,BachelorInParadise omg my heart,2022-11-01 01:43:54+00:00,Twitter for iPhone,2,0,12,0,Positive
1730,1730,1587259095161229313,Aaron and Genevieve  moment I can’t breathe #bachelorinparadise  #bip https://t.co/ieON0iK4dT,Aaron and Genevieve moment I can t breathe bachelorinparadise bip,2022-11-01 01:43:52+00:00,Twitter for iPhone,0,0,6,1,Neutral
1731,1731,1587259088722870279,"Today’s episode, no context #BachelorInParadise https://t.co/M9JC7WWZgw",Today s episode no context BachelorInParadise,2022-11-01 01:43:51+00:00,Twitter for iPhone,1,0,21,0,Neutral
1732,1732,1587259081454133250,seeing aaron cry like this is JARRING but i also love it. we stan an emotional king #bachelorinparadise https://t.co/VSqvdWQoUg,seeing aaron cry like this is JARRING but i also love it we stan an emotional king bachelorinparadise,2022-11-01 01:43:49+00:00,Twitter for iPhone,3,1,164,0,Positive
1733,1733,1587259079759642624,Aaron this season &gt; Aaron last season  #bachelorinparadise,Aaron this season gt Aaron last season bachelorinparadise,2022-11-01 01:43:49+00:00,Twitter for iPhone,0,0,21,0,Neutral
1734,1734,1587259074751635458,"Maybe Eliza just wants an excuse to go on a date with Justin. And if she decides to dump Rodney, she can then blame it on him by telling him that he told her to explore. #BachelorInParadise",Maybe Eliza just wants an excuse to go on a date with Justin And if she decides to dump Rodney she can then blame it on him by telling him that he told her to explore BachelorInParadise,2022-11-01 01:43:47+00:00,Twitter for Android,0,0,12,0,Neutral
1735,1735,1587259070481850368,Ok but like Genevieve said Aaron’s feelings were valid but she didn’t exactly say he was special to her. Poor sweet boy. #bachelorinparadise,Ok but like Genevieve said Aaron s feelings were valid but she didn t exactly say he was special to her Poor sweet boy bachelorinparadise,2022-11-01 01:43:46+00:00,Twitter for iPhone,0,0,9,0,Negative
1736,1736,1587259066300129280,When Aaron cries we all cry😢🥲😭 #bachelorinparadise https://t.co/IlIJZo1CsU,When Aaron cries we all cry bachelorinparadise,2022-11-01 01:43:45+00:00,Twitter for iPhone,1,0,16,0,Negative
1737,1737,1587259063833960449,Rodney with the fumble #BachelorinParadise https://t.co/ilQCSFTasE,Rodney with the fumble BachelorinParadise,2022-11-01 01:43:45+00:00,Twitter for iPhone,1,0,1,0,Negative
1738,1738,1587259059127959553,Amazing to see Aaron turn over a new leaf. #BachelorInParadise,Amazing to see Aaron turn over a new leaf BachelorInParadise,2022-11-01 01:43:44+00:00,TweetDeck,0,0,3,0,Positive
